"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","prev_rate","replica_comp"
"Synodus variegatus",7.371,"INSHORE",1,40,"INSHORE_OFFSHORE","terinter","pres/abs","prev_10","ABORE_vs_MBERE"
"Abalistes stellatus",0.41,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus blochii",6.711,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus olivaceus",3.846,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus xanthopterus",2.853,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Atule mate",10.165,"BAY",1,40,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Canthigaster valentini",3.933,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Centropyge tibicen",7.933,"BAR",1,20,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",10.232,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",8.223,"BAR",1,25,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon mertensii",2.533,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chromis fumea",0.5,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chromis viridis",13.972,"BAR",1,25,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",14.347,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",4.754,"BAY",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Diagramma pictum",0,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Epinephelus maculatus",0.5,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Gymnocranius grandoculis",0,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",25.327,"BAR",1,50,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Labroides dimidiatus",8,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Leiognathus fasciatus",6.694,"BAY",1,20,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",28.756,"BAY",1,55,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",15.325,"BAY",1,35,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",27.984,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",11.25,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",25.012,"BAY",1,45,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",18.679,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parapercis australis",17.643,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",14,"BAR",1,35,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",10.923,"BAY",1,25,"BAR_BAY","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Abalistes stellatus",2.206,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus blochii",8.006,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus olivaceus",1.8,"BAR",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus xanthopterus",1.4,"BAR",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Arothron stellatus",1.071,"LAG",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Atule mate",0.917,"LAG",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Canthigaster valentini",1.292,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Carangoides dinema",0,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Caranx ignobilis",0,"BAR",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Centropyge tibicen",7.667,"BAR",1,20,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",10.7,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",8.8,"BAR",1,25,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon mertensii",5,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chromis fumea",0.5,"BAR",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chromis viridis",18,"BAR",1,25,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",17.5,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",7.707,"LAG",1,25,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Echeneis naucrates",2.5,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",28.841,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Labroides dimidiatus",8,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lagocephalus sceleratus",0,"LAG",1,30,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",33.82,"LAG",1,55,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",3.056,"LAG",1,15,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",18.705,"BAR",1,50,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",9.5,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",16.924,"LAG",1,40,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",14.429,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parapercis australis",13.286,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",11.5,"BAR",1,35,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",9.5,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",19.214,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",7.955,"LAG",1,25,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Scomberomorus commerson",3.515,"LAG",1,25,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",3.483,"LAG",1,35,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Upeneus moluccensis",3,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Upeneus tragula",0.333,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Upeneus vittatus",1.3,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Arothron stellatus",0,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Atule mate",11.472,"BAY",1,55,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Carangoides dinema",-0.667,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",-4.601,"LAG",1,40,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Echeneis naucrates",-0.083,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lagocephalus sceleratus",5.292,"BAY",1,45,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Leiognathus fasciatus",3.5,"BAY",1,20,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",3.31,"LAG",1,100,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",-0.272,"BAY",1,50,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",6.583,"LAG",1,25,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",3.667,"LAG",1,25,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Upeneus tragula",0.956,"BAY",1,15,"BAY_LAG","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Abalistes stellatus",1.218,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Acanthurus blochii",4.178,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Arothron stellatus",1.111,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Atule mate",5.814,"INSHORE",1,36.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Canthigaster valentini",2.464,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Carangoides dinema",0.5,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Centropyge tibicen",5.5,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",7.978,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",7.648,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon mertensii",4.167,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Chromis viridis",11.333,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",12,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",5.288,"INSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Echeneis naucrates",0,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Gymnocranius grandoculis",0,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",20.732,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Labroides dimidiatus",5.667,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Leiognathus fasciatus",0.333,"INSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",27.716,"INSHORE",1,70,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",6.278,"INSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",16.4,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",7.571,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",14.9,"INSHORE",1,56.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",19.892,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parapercis australis",20.593,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",9.125,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",7.667,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",16,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",1,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",4.153,"INSHORE",1,40,"INSHORE_OFFSHORE","terinter","maxN","prev_10","ABORE_vs_MBERE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus obsoletus",0.6,"BAY",1,30,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",0.8,"BAY",1,40,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",1,"LAG",1,50,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.7,"LAG",1,35,"BAY_LAG","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Coris dorsomacula",0.356,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",0.9,"INSHORE",1,60,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.554,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus multifasciatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.557,"OFFSHORE",1,50,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Ptereleotris microlepis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.554,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus obsoletus",0.6,"BAY",1,30,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",0.8,"BAY",1,40,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.522,"BAR",1,35,"BAR_BAY","indval","maxN","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",1,"LAG",1,50,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.565,"BAR",1,35,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus genivittatus",0.655,"LAG",1,50,"BAY_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",0.674,"LAG",1,90,"BAY_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.7,"LAG",1,35,"BAY_LAG","indval","maxN","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Coris dorsomacula",0.356,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",0.9,"INSHORE",1,60,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.582,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis australis",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus multifasciatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.565,"OFFSHORE",1,50,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Ptereleotris microlepis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.558,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_0","MBERE_vs_ABORE"
"Echeneis naucrates",-3,"BAY",1,35,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Epinephelus areolatus",0,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Gnathanodon speciosus",-1,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",6.119,"BAR",1,40,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus obsoletus",15.5,"BAY",1,30,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",9.75,"BAR",1,45,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lutjanus vitta",0,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",15.833,"BAY",1,40,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Parapercis clathrata",0,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Amblygobius sphynx",6.5,"LAG",1,10,"BAR_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus genivittatus",2.3,"LAG",1,65,"BAR_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",34.683,"LAG",1,50,"BAR_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Amblygobius sphynx",7.5,"LAG",1,10,"BAY_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",3.1,"LAG",1,90,"BAY_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",23.15,"LAG",1,35,"BAY_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Pseudalutarius nasicornis",15,"LAG",1,20,"BAY_LAG","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus genivittatus",0.667,"OFFSHORE",1,53.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",13.833,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",16.219,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","pres/abs","prev_0","MBERE_vs_ABORE"
"Abalistes stellatus",0.75,"BAY",1,20,"BAR_BAY","bininter","maxN","prev_0","MBERE_vs_ABORE"
"Acanthurus xanthopterus",0,"BAR",1,5,"BAR_BAY","bininter","maxN","prev_0","MBERE_vs_ABORE"
"Amblyeleotris steinitzi",0,"BAR",1,5,"BAR_BAY","bininter","maxN","prev_0","MBERE_vs_ABORE"
"Canthigaster bennetti",0,"BAY",1,5,"BAR_BAY","bininter","maxN","prev_0","MBERE_vs_ABORE"
"Caranx papuensis",0,"BAY",1,5,"BAR_BAY","bininter","maxN","prev_0","MBERE_vs_ABORE"
